modal,percentage_blue,cond,rating_pred,run
bare,0,all,0.0,0
might,0,all,0.0,0
probably,0,all,0.0,0
bare_not,0,all,1.0,0
bare,5,all,4.12601408714e-14,0
might,5,all,0.0033901824175,0
probably,5,all,3.27128888306e-05,0
bare_not,5,all,0.996577104694,0
bare,10,all,7.06509662002e-11,0
might,10,all,0.0619629692107,0
probably,10,all,0.000818103177586,0
bare_not,10,all,0.937218927541,0
bare,15,all,5.27272960359e-09,0
might,15,all,0.281261939269,0
probably,15,all,0.00494304879679,0
bare_not,15,all,0.713795006661,0
bare,20,all,8.73965856712e-08,0
might,20,all,0.583063941432,0
probably,20,all,0.0133357400248,0
bare_not,20,all,0.403600231146,0
bare,25,all,6.44062558539e-07,0
might,25,all,0.780077023884,0
probably,25,all,0.0233577047914,0
bare_not,25,all,0.196564627262,0
bare,30,all,3.21882753366e-06,0
might,30,all,0.867006572173,0
probably,30,all,0.0352830084229,0
bare_not,30,all,0.0977072005771,0
bare,35,all,1.3436692311e-05,0
might,35,all,0.894229422776,0
probably,35,all,0.0527388937541,0
bare_not,35,all,0.0530182467773,0
bare,40,all,5.17510514825e-05,0
might,40,all,0.885487525762,0
probably,40,all,0.0826934904067,0
bare_not,40,all,0.0317672327803,0
bare,45,all,0.000192245555389,0
might,45,all,0.840565432665,0
probably,45,all,0.138539254399,0
bare_not,45,all,0.0207030673805,0
bare,50,all,0.000686328963075,0
might,50,all,0.742575125966,0
probably,50,all,0.242730358878,0
bare_not,50,all,0.0140081861928,0
bare,55,all,0.00223404295732,0
might,55,all,0.572697960886,0
probably,55,all,0.416037078009,0
bare_not,55,all,0.00903091814755,0
bare,60,all,0.00613447536199,0
might,60,all,0.353351261829,0
probably,60,all,0.635529593689,0
bare_not,60,all,0.00498466912009,0
bare,65,all,0.013806314125,0
might,65,all,0.166165955289,0
probably,65,all,0.817810087922,0
bare_not,65,all,0.0022176426638,0
bare,70,all,0.0278004478253,0
might,70,all,0.0626585308691,0
probably,70,all,0.908707476168,0
bare_not,70,all,0.000833545137544,0
bare,75,all,0.0573638555809,0
might,75,all,0.0204341630091,0
probably,75,all,0.921915718202,0
bare_not,75,all,0.000286263207547,0
bare,80,all,0.124561537814,0
might,80,all,0.00537943268847,0
probably,80,all,0.869974593235,0
bare_not,80,all,8.44362622015e-05,0
bare,85,all,0.268750060277,0
might,85,all,0.000919657248587,0
probably,85,all,0.730313005492,0
bare_not,85,all,1.72769824664e-05,0
bare,90,all,0.5221673926,0
might,90,all,6.88653539535e-05,0
probably,90,all,0.477762158319,0
bare_not,90,all,1.58372691134e-06,0
bare,95,all,0.802283034091,0
might,95,all,1.04171017705e-06,0
probably,95,all,0.19771590454,0
bare_not,95,all,1.96582444208e-08,0
bare,100,all,0.974491523392,0
might,100,all,3.1281157424e-10,0
probably,100,all,0.0255084762953,0
bare_not,100,all,0.0,0
